tahun,bulan,kode_valuta,nama_valuta,nilai_impor
2010,"Oktober","USD","Dolar Amerika Serikat",8714039
2010,"Oktober","Lainnya","Valuta lainnya",1446251
2010,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",68648
2010,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",614900
2010,"November","AED","Dirham Uni Emirat Arab",0
2010,"November","ATS","Schilling Austria",0
2010,"November","AUD","Dolar Australia",49233
2010,"November","BEF","Franc Belgia",0
2010,"November","BND","Dolar Brunei",5
2010,"November","CAD","Dolar Kanada",4878
2010,"November","CHF","Franc Swiss",17355
2010,"November","CNY","Yuan Renminbi China",0
2010,"November","DEM","Mark Jerman",0
2010,"November","DKK","Krone Denmark",119
2010,"November","EUR","Euro",425312
2010,"November","FRF","Franc Perancis",0
2010,"November","GBP","Poundsterling Inggris",15966
2010,"November","HKD","Dolar Hong Kong",12698
2010,"November","IDR","Rupiah Indonesia",165469
2010,"November","ITL","Lira Italia",0
2010,"November","JPY","Yen Jepang",582357
2010,"November","KRW","Won Korea",0
2010,"November","MYR","Ringgit Malaysia",31829
2010,"November","NLG","Gulden Belanda",0
2010,"November","NOK","Krone Norwegia",936
2010,"November","NZD","Dolar Selandia Baru",456
2010,"November","PHP","Peso Filipina",19
2010,"November","QAR","Riyal Qatar",0
2010,"November","SAR","Riyal Saudi Arabia",0
2010,"November","SEK","Krone Swedia",5846
2010,"November","SGD","Dolar Singapura",347833
2010,"November","THB","Baht Thailand",15781
2010,"November","TWD","Dolar Taiwan",0
2010,"November","USD","Dolar Amerika Serikat",9218659
2010,"November","Lainnya","Valuta lainnya",1755980
2010,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",125350
2010,"November","Lainnya","Asuransi dan ongkos pengangkutan",712734
2010,"Desember","AED","Dirham Uni Emirat Arab",0
2010,"Desember","ATS","Schilling Austria",0
2010,"Desember","AUD","Dolar Australia",58028
2010,"Desember","BEF","Franc Belgia",0
2010,"Desember","BND","Dolar Brunei",0
2010,"Desember","CAD","Dolar Kanada",6731
2010,"Desember","CHF","Franc Swiss",25235
2010,"Desember","CNY","Yuan Renminbi China",0
2010,"Desember","DEM","Mark Jerman",0
2010,"Desember","DKK","Krone Denmark",191
2010,"Desember","EUR","Euro",405115
2010,"Desember","FRF","Franc Perancis",0
2010,"Desember","GBP","Poundsterling Inggris",16457
2010,"Desember","HKD","Dolar Hong Kong",10889
2010,"Desember","IDR","Rupiah Indonesia",165935
2010,"Desember","ITL","Lira Italia",0
2010,"Desember","JPY","Yen Jepang",555548
2010,"Desember","KRW","Won Korea",0
2010,"Desember","MYR","Ringgit Malaysia",38130
2010,"Desember","NLG","Gulden Belanda",0
2010,"Desember","NOK","Krone Norwegia",16984
2010,"Desember","NZD","Dolar Selandia Baru",383
2010,"Desember","PHP","Peso Filipina",73
2010,"Desember","QAR","Riyal Qatar",0
2010,"Desember","SAR","Riyal Saudi Arabia",0
2010,"Desember","SEK","Krone Swedia",9013
2010,"Desember","SGD","Dolar Singapura",376198
2010,"Desember","THB","Baht Thailand",20563
2010,"Desember","TWD","Dolar Taiwan",0
2010,"Desember","USD","Dolar Amerika Serikat",10477793
2010,"Desember","Lainnya","Valuta lainnya",1701335
2010,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",97365
2010,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",762939
2011,"Januari","AED","Dirham Uni Emirat Arab",0
2011,"Januari","ATS","Schilling Austria",0
2011,"Januari","AUD","Dolar Australia",44847
2011,"Januari","BEF","Franc Belgia",0
2011,"Januari","BND","Dolar Brunei",0
2011,"Januari","CAD","Dolar Kanada",5668
2011,"Januari","CHF","Franc Swiss",23530
2011,"Januari","CNY","Yuan Renminbi China",1450
2011,"Januari","DEM","Mark Jerman",0
2011,"Januari","DKK","Krone Denmark",4
2011,"Januari","EUR","Euro",417443
2011,"Januari","FRF","Franc Perancis",0
2011,"Januari","GBP","Poundsterling Inggris",10823
2011,"Januari","HKD","Dolar Hong Kong",10893
2011,"Januari","IDR","Rupiah Indonesia",135662
2011,"Januari","ITL","Lira Italia",0
2011,"Januari","JPY","Yen Jepang",472717
2011,"Januari","KRW","Won Korea",0
2011,"Januari","MYR","Ringgit Malaysia",25678
2011,"Januari","NLG","Gulden Belanda",0
2011,"Januari","NOK","Krone Norwegia",4591
2011,"Januari","NZD","Dolar Selandia Baru",292
2011,"Januari","PHP","Peso Filipina",3
2011,"Januari","QAR","Riyal Qatar",0
2011,"Januari","SAR","Riyal Saudi Arabia",0
2011,"Januari","SEK","Krone Swedia",8386
2011,"Januari","SGD","Dolar Singapura",327804
2011,"Januari","THB","Baht Thailand",11613
2011,"Januari","TWD","Dolar Taiwan",0
2011,"Januari","USD","Dolar Amerika Serikat",9098773
2011,"Januari","Lainnya","Valuta lainnya",1675249
2011,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",77852
2011,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",679240
2011,"Februari","AED","Dirham Uni Emirat Arab",0
2011,"Februari","ATS","Schilling Austria",0
2011,"Februari","AUD","Dolar Australia",47312
2011,"Februari","BEF","Franc Belgia",0
2011,"Februari","BND","Dolar Brunei",8
2011,"Februari","CAD","Dolar Kanada",976
2011,"Februari","CHF","Franc Swiss",18652
2011,"Februari","CNY","Yuan Renminbi China",8002
2011,"Februari","DEM","Mark Jerman",0
2011,"Februari","DKK","Krone Denmark",459
2011,"Februari","EUR","Euro",406258
2011,"Februari","FRF","Franc Perancis",0
2011,"Februari","GBP","Poundsterling Inggris",14514
2011,"Februari","HKD","Dolar Hong Kong",8413
2011,"Februari","IDR","Rupiah Indonesia",162794
2011,"Februari","ITL","Lira Italia",0
2011,"Februari","JPY","Yen Jepang",568189
2011,"Februari","KRW","Won Korea",461
2011,"Februari","MYR","Ringgit Malaysia",26535
2011,"Februari","NLG","Gulden Belanda",0
2011,"Februari","NOK","Krone Norwegia",1474
2011,"Februari","NZD","Dolar Selandia Baru",849
2011,"Februari","PHP","Peso Filipina",51
2011,"Februari","QAR","Riyal Qatar",0
2011,"Februari","SAR","Riyal Saudi Arabia",21
2011,"Februari","SEK","Krone Swedia",8024
2011,"Februari","SGD","Dolar Singapura",293118
2011,"Februari","THB","Baht Thailand",12569
2011,"Februari","TWD","Dolar Taiwan",0
2011,"Februari","USD","Dolar Amerika Serikat",10396434
2011,"Februari","Lainnya","Valuta lainnya",13212
2011,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",50965
2011,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",628851
2011,"Maret","AED","Dirham Uni Emirat Arab",0
2011,"Maret","ATS","Schilling Austria",0
2011,"Maret","AUD","Dolar Australia",65903
2011,"Maret","BEF","Franc Belgia",0
2011,"Maret","BND","Dolar Brunei",0
2011,"Maret","CAD","Dolar Kanada",2832
2011,"Maret","CHF","Franc Swiss",20748
2011,"Maret","CNY","Yuan Renminbi China",0
2011,"Maret","DEM","Mark Jerman",0
2011,"Maret","DKK","Krone Denmark",94
2011,"Maret","EUR","Euro",468127
2011,"Maret","FRF","Franc Perancis",0
2011,"Maret","GBP","Poundsterling Inggris",18571
2011,"Maret","HKD","Dolar Hong Kong",8863
2011,"Maret","IDR","Rupiah Indonesia",193917
2011,"Maret","ITL","Lira Italia",0
2011,"Maret","JPY","Yen Jepang",485566
2011,"Maret","KRW","Won Korea",0
2011,"Maret","MYR","Ringgit Malaysia",35777
2011,"Maret","NLG","Gulden Belanda",0
2011,"Maret","NOK","Krone Norwegia",6462
2011,"Maret","NZD","Dolar Selandia Baru",897
2011,"Maret","PHP","Peso Filipina",24
2011,"Maret","QAR","Riyal Qatar",0
2011,"Maret","SAR","Riyal Saudi Arabia",0
2011,"Maret","SEK","Krone Swedia",8288
2011,"Maret","SGD","Dolar Singapura",368517
2011,"Maret","THB","Baht Thailand",16794
2011,"Maret","TWD","Dolar Taiwan",0
2011,"Maret","USD","Dolar Amerika Serikat",10628026
2011,"Maret","Lainnya","Valuta lainnya",1999773
2011,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",57323
2011,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",833795
2011,"April","AED","Dirham Uni Emirat Arab",0
2011,"April","ATS","Schilling Austria",0
2011,"April","AUD","Dolar Australia",59816
2011,"April","BEF","Franc Belgia",0
2011,"April","BND","Dolar Brunei",0
2011,"April","CAD","Dolar Kanada",3671
2011,"April","CHF","Franc Swiss",26151
2011,"April","CNY","Yuan Renminbi China",0
2011,"April","DEM","Mark Jerman",0
2011,"April","DKK","Krone Denmark",24
2011,"April","EUR","Euro",428052
2011,"April","FRF","Franc Perancis",0
2011,"April","GBP","Poundsterling Inggris",18360
2011,"April","HKD","Dolar Hong Kong",10721
2011,"April","IDR","Rupiah Indonesia",180576
2011,"April","ITL","Lira Italia",0
2011,"April","JPY","Yen Jepang",443346
2011,"April","KRW","Won Korea",0
2011,"April","MYR","Ringgit Malaysia",44339
2011,"April","NLG","Gulden Belanda",0
2011,"April","NOK","Krone Norwegia",2898
2011,"April","NZD","Dolar Selandia Baru",983
2011,"April","PHP","Peso Filipina",18
2011,"April","QAR","Riyal Qatar",0
2011,"April","SAR","Riyal Saudi Arabia",0
2011,"April","SEK","Krone Swedia",13022
2011,"April","SGD","Dolar Singapura",438887
2011,"April","THB","Baht Thailand",14473
2011,"April","TWD","Dolar Taiwan",0
2011,"April","USD","Dolar Amerika Serikat",11301605
2011,"April","Lainnya","Valuta lainnya",1827572
2011,"April","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",60954
2011,"April","Lainnya","Asuransi dan ongkos pengangkutan",888816
2011,"Mei","AED","Dirham Uni Emirat Arab",0
2011,"Mei","ATS","Schilling Austria",0
2011,"Mei","AUD","Dolar Australia",45903
2011,"Mei","BEF","Franc Belgia",0
2011,"Mei","BND","Dolar Brunei",3
2011,"Mei","CAD","Dolar Kanada",5417
2011,"Mei","CHF","Franc Swiss",16832
2011,"Mei","CNY","Yuan Renminbi China",0
2011,"Mei","DEM","Mark Jerman",0
2011,"Mei","DKK","Krone Denmark",40
2011,"Mei","EUR","Euro",408457
2011,"Mei","FRF","Franc Perancis",0
2011,"Mei","GBP","Poundsterling Inggris",22150
2011,"Mei","HKD","Dolar Hong Kong",11400
2011,"Mei","IDR","Rupiah Indonesia",150878
2011,"Mei","ITL","Lira Italia",0
2011,"Mei","JPY","Yen Jepang",403271
2011,"Mei","KRW","Won Korea",0
2011,"Mei","MYR","Ringgit Malaysia",39211
2011,"Mei","NLG","Gulden Belanda",0
2011,"Mei","NOK","Krone Norwegia",1257
2011,"Mei","NZD","Dolar Selandia Baru",391
2011,"Mei","PHP","Peso Filipina",0
2011,"Mei","QAR","Riyal Qatar",0
2011,"Mei","SAR","Riyal Saudi Arabia",0
2011,"Mei","SEK","Krone Swedia",9890
2011,"Mei","SGD","Dolar Singapura",354846
2011,"Mei","THB","Baht Thailand",13493
2011,"Mei","TWD","Dolar Taiwan",0
2011,"Mei","USD","Dolar Amerika Serikat",11431826
2011,"Mei","Lainnya","Valuta lainnya",1841531
2011,"Mei","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",63033
2011,"Mei","Lainnya","Asuransi dan ongkos pengangkutan",937983
2011,"Juni","AED","Dirham Uni Emirat Arab",0
2011,"Juni","ATS","Schilling Austria",0
2011,"Juni","AUD","Dolar Australia",81480
2011,"Juni","BEF","Franc Belgia",0
2011,"Juni","BND","Dolar Brunei",1
2011,"Juni","CAD","Dolar Kanada",4366
2011,"Juni","CHF","Franc Swiss",13644
2011,"Juni","CNY","Yuan Renminbi China",0
2011,"Juni","DEM","Mark Jerman",0
2011,"Juni","DKK","Krone Denmark",55
2011,"Juni","EUR","Euro",458435
2011,"Juni","FRF","Franc Perancis",0
2011,"Juni","GBP","Poundsterling Inggris",16712
2011,"Juni","HKD","Dolar Hong Kong",13138
2011,"Juni","IDR","Rupiah Indonesia",193843
2011,"Juni","ITL","Lira Italia",0
2011,"Juni","JPY","Yen Jepang",477071
2011,"Juni","KRW","Won Korea",0
2011,"Juni","MYR","Ringgit Malaysia",89251
2011,"Juni","NLG","Gulden Belanda",0
2011,"Juni","NOK","Krone Norwegia",1270
2011,"Juni","NZD","Dolar Selandia Baru",831
2011,"Juni","PHP","Peso Filipina",25
2011,"Juni","QAR","Riyal Qatar",0
2011,"Juni","SAR","Riyal Saudi Arabia",0
2011,"Juni","SEK","Krone Swedia",9280
2011,"Juni","SGD","Dolar Singapura",431253
2011,"Juni","THB","Baht Thailand",16532
2011,"Juni","TWD","Dolar Taiwan",0
2011,"Juni","USD","Dolar Amerika Serikat",11995687
2011,"Juni","Lainnya","Valuta lainnya",1688643
2011,"Juni","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",80144
2011,"Juni","Lainnya","Asuransi dan ongkos pengangkutan",853461
2011,"Juli","AED","Dirham Uni Emirat Arab",0
2011,"Juli","ATS","Schilling Austria",0
2011,"Juli","AUD","Dolar Australia",63623
2011,"Juli","BEF","Franc Belgia",0
2011,"Juli","BND","Dolar Brunei",0
2011,"Juli","CAD","Dolar Kanada",2667
2011,"Juli","CHF","Franc Swiss",12856
2011,"Juli","CNY","Yuan Renminbi China",0
2011,"Juli","DEM","Mark Jerman",0
2011,"Juli","DKK","Krone Denmark",72
2011,"Juli","EUR","Euro",507646
2011,"Juli","FRF","Franc Perancis",0
2011,"Juli","GBP","Poundsterling Inggris",24025
2011,"Juli","HKD","Dolar Hong Kong",14904
2011,"Juli","IDR","Rupiah Indonesia",240740
2011,"Juli","ITL","Lira Italia",0
2011,"Juli","JPY","Yen Jepang",706750
2011,"Juli","KRW","Won Korea",0
2011,"Juli","MYR","Ringgit Malaysia",50545
2011,"Juli","NLG","Gulden Belanda",0
2011,"Juli","NOK","Krone Norwegia",3388
2011,"Juli","NZD","Dolar Selandia Baru",869
2011,"Juli","PHP","Peso Filipina",12
2011,"Juli","QAR","Riyal Qatar",0
2011,"Juli","SAR","Riyal Saudi Arabia",0
2011,"Juli","SEK","Krone Swedia",17482
2011,"Juli","SGD","Dolar Singapura",427223
2011,"Juli","THB","Baht Thailand",15056
2011,"Juli","TWD","Dolar Taiwan",0
2011,"Juli","USD","Dolar Amerika Serikat",13650101
2011,"Juli","Lainnya","Valuta lainnya",15118
2011,"Juli","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",84082
2011,"Juli","Lainnya","Asuransi dan ongkos pengangkutan",1023619
2011,"Agustus","AED","Dirham Uni Emirat Arab",0
2011,"Agustus","ATS","Schilling Austria",0
2011,"Agustus","AUD","Dolar Australia",75010
2011,"Agustus","BEF","Franc Belgia",0
2011,"Agustus","BND","Dolar Brunei",0
2011,"Agustus","CAD","Dolar Kanada",1997
2011,"Agustus","CHF","Franc Swiss",13397
2011,"Agustus","CNY","Yuan Renminbi China",0
2011,"Agustus","DEM","Mark Jerman",0
2011,"Agustus","DKK","Krone Denmark",144
2011,"Agustus","EUR","Euro",457951
2011,"Agustus","FRF","Franc Perancis",0
2011,"Agustus","GBP","Poundsterling Inggris",15609
2011,"Agustus","HKD","Dolar Hong Kong",9335
2011,"Agustus","IDR","Rupiah Indonesia",194065
2011,"Agustus","ITL","Lira Italia",0
2011,"Agustus","JPY","Yen Jepang",487053
2011,"Agustus","KRW","Won Korea",0
2011,"Agustus","MYR","Ringgit Malaysia",42545
2011,"Agustus","NLG","Gulden Belanda",0
2011,"Agustus","NOK","Krone Norwegia",1485
2011,"Agustus","NZD","Dolar Selandia Baru",471
2011,"Agustus","PHP","Peso Filipina",27
2011,"Agustus","QAR","Riyal Qatar",0
2011,"Agustus","SAR","Riyal Saudi Arabia",0
2011,"Agustus","SEK","Krone Swedia",7754
2011,"Agustus","SGD","Dolar Singapura",436979
2011,"Agustus","THB","Baht Thailand",13929
2011,"Agustus","TWD","Dolar Taiwan",0
2011,"Agustus","USD","Dolar Amerika Serikat",11343546
2011,"Agustus","Lainnya","Valuta lainnya",1537776
2011,"Agustus","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",81684
2011,"Agustus","Lainnya","Asuransi dan ongkos pengangkutan",781527
2011,"September","AED","Dirham Uni Emirat Arab",0
2011,"September","ATS","Schilling Austria",0
2011,"September","AUD","Dolar Australia",55905
2011,"September","BEF","Franc Belgia",0
2011,"September","BND","Dolar Brunei",0
2011,"September","CAD","Dolar Kanada",1818
2011,"September","CHF","Franc Swiss",17166
2011,"September","CNY","Yuan Renminbi China",13
2011,"September","DEM","Mark Jerman",0
2011,"September","DKK","Krone Denmark",68
2011,"September","EUR","Euro",485831
2011,"September","FRF","Franc Perancis",0
2011,"September","GBP","Poundsterling Inggris",18364
2011,"September","HKD","Dolar Hong Kong",10349
2011,"September","IDR","Rupiah Indonesia",189292
2011,"September","ITL","Lira Italia",0
2011,"September","JPY","Yen Jepang",564226
2011,"September","KRW","Won Korea",0
2011,"September","MYR","Ringgit Malaysia",51411
2011,"September","NLG","Gulden Belanda",0
2011,"September","NOK","Krone Norwegia",1083
2011,"September","NZD","Dolar Selandia Baru",693
2011,"September","PHP","Peso Filipina",0
2011,"September","QAR","Riyal Qatar",0
2011,"September","SAR","Riyal Saudi Arabia",0
2011,"September","SEK","Krone Swedia",3760
2011,"September","SGD","Dolar Singapura",376179
2011,"September","THB","Baht Thailand",21938
2011,"September","TWD","Dolar Taiwan",1
2011,"September","USD","Dolar Amerika Serikat",11511387
2011,"September","Lainnya","Valuta lainnya",1348162
2011,"September","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",89296
2011,"September","Lainnya","Asuransi dan ongkos pengangkutan",823407
2011,"Oktober","AED","Dirham Uni Emirat Arab",0
2011,"Oktober","ATS","Schilling Austria",0
2011,"Oktober","AUD","Dolar Australia",54355
2011,"Oktober","BEF","Franc Belgia",0
2011,"Oktober","BND","Dolar Brunei",8
2011,"Oktober","CAD","Dolar Kanada",2016
2011,"Oktober","CHF","Franc Swiss",18132
2011,"Oktober","CNY","Yuan Renminbi China",10413
2011,"Oktober","DEM","Mark Jerman",0
2011,"Oktober","DKK","Krone Denmark",496
2011,"Oktober","EUR","Euro",490402
2011,"Oktober","FRF","Franc Perancis",0
2011,"Oktober","GBP","Poundsterling Inggris",14947
2011,"Oktober","HKD","Dolar Hong Kong",10586
2011,"Oktober","IDR","Rupiah Indonesia",219925
2011,"Oktober","ITL","Lira Italia",0
2011,"Oktober","JPY","Yen Jepang",621235
2011,"Oktober","KRW","Won Korea",746
2011,"Oktober","MYR","Ringgit Malaysia",47275
2011,"Oktober","NLG","Gulden Belanda",0
2011,"Oktober","NOK","Krone Norwegia",2169
2011,"Oktober","NZD","Dolar Selandia Baru",452
2011,"Oktober","PHP","Peso Filipina",2
2011,"Oktober","QAR","Riyal Qatar",0
2011,"Oktober","SAR","Riyal Saudi Arabia",1
2011,"Oktober","SEK","Krone Swedia",9624
2011,"Oktober","SGD","Dolar Singapura",341642
2011,"Oktober","THB","Baht Thailand",13761
2011,"Oktober","TWD","Dolar Taiwan",0
2011,"Oktober","USD","Dolar Amerika Serikat",11587584
2011,"Oktober","Lainnya","Valuta lainnya",1919366
2011,"Oktober","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",84523
2011,"Oktober","Lainnya","Asuransi dan ongkos pengangkutan",877047
2011,"November","AED","Dirham Uni Emirat Arab",0
2011,"November","ATS","Schilling Austria",0
2011,"November","AUD","Dolar Australia",90239
2011,"November","BEF","Franc Belgia",0
2011,"November","BND","Dolar Brunei",0
2011,"November","CAD","Dolar Kanada",1528
2011,"November","CHF","Franc Swiss",17583
2011,"November","CNY","Yuan Renminbi China",7705
2011,"November","DEM","Mark Jerman",0
2011,"November","DKK","Krone Denmark",8
2011,"November","EUR","Euro",415249
2011,"November","FRF","Franc Perancis",0
2011,"November","GBP","Poundsterling Inggris",20893
2011,"November","HKD","Dolar Hong Kong",11793
2011,"November","IDR","Rupiah Indonesia",197925
2011,"November","ITL","Lira Italia",0
2011,"November","JPY","Yen Jepang",652575
2011,"November","KRW","Won Korea",1984
2011,"November","MYR","Ringgit Malaysia",47492
2011,"November","NLG","Gulden Belanda",0
2011,"November","NOK","Krone Norwegia",1255
2011,"November","NZD","Dolar Selandia Baru",569
2011,"November","PHP","Peso Filipina",0
2011,"November","QAR","Riyal Qatar",0
2011,"November","SAR","Riyal Saudi Arabia",1
2011,"November","SEK","Krone Swedia",7681
2011,"November","SGD","Dolar Singapura",323564
2011,"November","THB","Baht Thailand",13206
2011,"November","TWD","Dolar Taiwan",0
2011,"November","USD","Dolar Amerika Serikat",11709586
2011,"November","Lainnya","Valuta lainnya",1889717
2011,"November","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",94675
2011,"November","Lainnya","Asuransi dan ongkos pengangkutan",929395
2011,"Desember","AED","Dirham Uni Emirat Arab",0
2011,"Desember","ATS","Schilling Austria",0
2011,"Desember","AUD","Dolar Australia",79316
2011,"Desember","BEF","Franc Belgia",0
2011,"Desember","BND","Dolar Brunei",0
2011,"Desember","CAD","Dolar Kanada",5885
2011,"Desember","CHF","Franc Swiss",28231
2011,"Desember","CNY","Yuan Renminbi China",10442
2011,"Desember","DEM","Mark Jerman",0
2011,"Desember","DKK","Krone Denmark",164
2011,"Desember","EUR","Euro",471998
2011,"Desember","FRF","Franc Perancis",0
2011,"Desember","GBP","Poundsterling Inggris",24300
2011,"Desember","HKD","Dolar Hong Kong",10405
2011,"Desember","IDR","Rupiah Indonesia",211410
2011,"Desember","ITL","Lira Italia",0
2011,"Desember","JPY","Yen Jepang",567638
2011,"Desember","KRW","Won Korea",1053
2011,"Desember","MYR","Ringgit Malaysia",43602
2011,"Desember","NLG","Gulden Belanda",0
2011,"Desember","NOK","Krone Norwegia",1347
2011,"Desember","NZD","Dolar Selandia Baru",503
2011,"Desember","PHP","Peso Filipina",27
2011,"Desember","QAR","Riyal Qatar",0
2011,"Desember","SAR","Riyal Saudi Arabia",1
2011,"Desember","SEK","Krone Swedia",4010
2011,"Desember","SGD","Dolar Singapura",358272
2011,"Desember","THB","Baht Thailand",27180
2011,"Desember","TWD","Dolar Taiwan",0
2011,"Desember","USD","Dolar Amerika Serikat",12064312
2011,"Desember","Lainnya","Valuta lainnya",1889906
2011,"Desember","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",95625
2011,"Desember","Lainnya","Asuransi dan ongkos pengangkutan",939330
2012,"Januari","AED","Dirham Uni Emirat Arab",0
2012,"Januari","ATS","Schilling Austria",0
2012,"Januari","AUD","Dolar Australia",49861
2012,"Januari","BEF","Franc Belgia",0
2012,"Januari","BND","Dolar Brunei",1
2012,"Januari","CAD","Dolar Kanada",2393
2012,"Januari","CHF","Franc Swiss",9362
2012,"Januari","CNY","Yuan Renminbi China",10213
2012,"Januari","DEM","Mark Jerman",0
2012,"Januari","DKK","Krone Denmark",43
2012,"Januari","EUR","Euro",397929
2012,"Januari","FRF","Franc Perancis",0
2012,"Januari","GBP","Poundsterling Inggris",15748
2012,"Januari","HKD","Dolar Hong Kong",10108
2012,"Januari","IDR","Rupiah Indonesia",190188
2012,"Januari","ITL","Lira Italia",0
2012,"Januari","JPY","Yen Jepang",567888
2012,"Januari","KRW","Won Korea",4554
2012,"Januari","MYR","Ringgit Malaysia",24550
2012,"Januari","NLG","Gulden Belanda",0
2012,"Januari","NOK","Krone Norwegia",359
2012,"Januari","NZD","Dolar Selandia Baru",414
2012,"Januari","PHP","Peso Filipina",2
2012,"Januari","QAR","Riyal Qatar",0
2012,"Januari","SAR","Riyal Saudi Arabia",0
2012,"Januari","SEK","Krone Swedia",8688
2012,"Januari","SGD","Dolar Singapura",344165
2012,"Januari","THB","Baht Thailand",16903
2012,"Januari","TWD","Dolar Taiwan",1
2012,"Januari","USD","Dolar Amerika Serikat",11305274
2012,"Januari","Lainnya","Valuta lainnya",1921700
2012,"Januari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",272941
2012,"Januari","Lainnya","Asuransi dan ongkos pengangkutan",787822
2012,"Februari","AED","Dirham Uni Emirat Arab",0
2012,"Februari","ATS","Schilling Austria",0
2012,"Februari","AUD","Dolar Australia",54131
2012,"Februari","BEF","Franc Belgia",0
2012,"Februari","BND","Dolar Brunei",348
2012,"Februari","CAD","Dolar Kanada",1677
2012,"Februari","CHF","Franc Swiss",10700
2012,"Februari","CNY","Yuan Renminbi China",5210
2012,"Februari","DEM","Mark Jerman",0
2012,"Februari","DKK","Krone Denmark",76
2012,"Februari","EUR","Euro",418608
2012,"Februari","FRF","Franc Perancis",0
2012,"Februari","GBP","Poundsterling Inggris",17649
2012,"Februari","HKD","Dolar Hong Kong",6381
2012,"Februari","IDR","Rupiah Indonesia",211057
2012,"Februari","ITL","Lira Italia",0
2012,"Februari","JPY","Yen Jepang",581410
2012,"Februari","KRW","Won Korea",765
2012,"Februari","MYR","Ringgit Malaysia",43707
2012,"Februari","NLG","Gulden Belanda",0
2012,"Februari","NOK","Krone Norwegia",791
2012,"Februari","NZD","Dolar Selandia Baru",449
2012,"Februari","PHP","Peso Filipina",0
2012,"Februari","QAR","Riyal Qatar",0
2012,"Februari","SAR","Riyal Saudi Arabia",0
2012,"Februari","SEK","Krone Swedia",4349
2012,"Februari","SGD","Dolar Singapura",818152
2012,"Februari","THB","Baht Thailand",23913
2012,"Februari","TWD","Dolar Taiwan",1
2012,"Februari","USD","Dolar Amerika Serikat",12013070
2012,"Februari","Lainnya","Valuta lainnya",1523340
2012,"Februari","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",77525
2012,"Februari","Lainnya","Asuransi dan ongkos pengangkutan",917869
2012,"Maret","AED","Dirham Uni Emirat Arab",0
2012,"Maret","ATS","Schilling Austria",0
2012,"Maret","AUD","Dolar Australia",55696
2012,"Maret","BEF","Franc Belgia",0
2012,"Maret","BND","Dolar Brunei",0
2012,"Maret","CAD","Dolar Kanada",1724
2012,"Maret","CHF","Franc Swiss",11504
2012,"Maret","CNY","Yuan Renminbi China",8863
2012,"Maret","DEM","Mark Jerman",0
2012,"Maret","DKK","Krone Denmark",40
2012,"Maret","EUR","Euro",463973
2012,"Maret","FRF","Franc Perancis",0
2012,"Maret","GBP","Poundsterling Inggris",24189
2012,"Maret","HKD","Dolar Hong Kong",10034
2012,"Maret","IDR","Rupiah Indonesia",223072
2012,"Maret","ITL","Lira Italia",0
2012,"Maret","JPY","Yen Jepang",671832
2012,"Maret","KRW","Won Korea",863
2012,"Maret","MYR","Ringgit Malaysia",36798
2012,"Maret","NLG","Gulden Belanda",0
2012,"Maret","NOK","Krone Norwegia",3469
2012,"Maret","NZD","Dolar Selandia Baru",1208
2012,"Maret","PHP","Peso Filipina",24
2012,"Maret","QAR","Riyal Qatar",0
2012,"Maret","SAR","Riyal Saudi Arabia",0
2012,"Maret","SEK","Krone Swedia",5424
2012,"Maret","SGD","Dolar Singapura",357213
2012,"Maret","THB","Baht Thailand",23777
2012,"Maret","TWD","Dolar Taiwan",0
2012,"Maret","USD","Dolar Amerika Serikat",12518549
2012,"Maret","Lainnya","Valuta lainnya",1695187
2012,"Maret","Lainnya","Impor yang tidak dapat diklasifikasikan  1)",103554
2012,"Maret","Lainnya","Asuransi dan ongkos pengangkutan",934779
2012,"April","AED","Dirham Uni Emirat Arab",0
2012,"April","ATS","Schilling Austria",0
2012,"April","AUD","Dolar Australia",55709
2012,"April","BEF","Franc Belgia",0
2012,"April","BND","Dolar Brunei",0
2012,"April","CAD","Dolar Kanada",2805
2012,"April","CHF","Franc Swiss",8565
2012,"April","CNY","Yuan Renminbi China",14428
2012,"April","DEM","Mark Jerman",0
2012,"April","DKK","Krone Denmark",0
2012,"April","EUR","Euro",457016
2012,"April","FRF","Franc Perancis",0
